name,title,lobbyist_type,client,lobbyist_status,start_date,end_date,lobbyist_street_address_1,lobbyist_street_address_2,lobbyist_city,lobbyist_region,lobbyist_country,lobbyist_postal_code,client_street_address_1,client_street_address_2,client_city,client_region,client_country,client_postal_code,subject_matter_category,subject_matter_status,activity_description,public_office_holders
Larry Di Ianni,Owner,Consultant,LDi Consulting,Active,2015-11-06,2016-11-05,21 King St. W,5th Floor,Hamilton,ON,Canada,L8P 4W7,44 Hughson St S,,Hamilton,ON,Canada,L8N 2A7,By-law/Regulation,Expired,Zoning and Parking issues related to student housing on James N,"[{'name': 'Johnson, Aidan', 'title': 'Councillor'}, {'name': 'Conley, Doug', 'title': 'Councillor'}, {'name': 'Collins, Chad', 'title': 'Councillor'}, {'name': 'Green, Matthew', 'title': 'Councillor'}, {'name': 'Partridge, Judi', 'title': 'Councillor'}, {'name': 'Pearson, Maria', 'title': 'Councillor'}, {'name': 'Johnson, Brenda', 'title': 'Councillor'}]"
Larry Di Ianni,Owner,Consultant,LDi Consulting,Active,2015-11-06,2016-11-05,21 King St. W,5th Floor,Hamilton,ON,Canada,L8P 4W7,44 Hughson St S,,Hamilton,ON,Canada,L8N 2A7,By-law/Regulation,Expired,Zoning and Parking issues related to student housing on James N,"[{'name': 'Johnson, Aidan', 'title': 'Councillor'}, {'name': 'Conley, Doug', 'title': 'Councillor'}, {'name': 'Collins, Chad', 'title': 'Councillor'}, {'name': 'Green, Matthew', 'title': 'Councillor'}, {'name': 'Partridge, Judi', 'title': 'Councillor'}, {'name': 'Pearson, Maria', 'title': 'Councillor'}, {'name': 'Johnson, Brenda', 'title': 'Councillor'}]"
Larry Di Ianni,Owner,Consultant,LDi Consulting,Active,2015-11-06,2016-11-05,21 King St. W,5th Floor,Hamilton,ON,Canada,L8P 4W7,44 Hughson St S,,Hamilton,ON,Canada,L8N 2A7,By-law/Regulation,Expired,Zoning and Parking issues related to student housing on James N,"[{'name': 'Johnson, Aidan', 'title': 'Councillor'}, {'name': 'Conley, Doug', 'title': 'Councillor'}, {'name': 'Collins, Chad', 'title': 'Councillor'}, {'name': 'Green, Matthew', 'title': 'Councillor'}, {'name': 'Partridge, Judi', 'title': 'Councillor'}, {'name': 'Pearson, Maria', 'title': 'Councillor'}, {'name': 'Johnson, Brenda', 'title': 'Councillor'}]"
Larry Di Ianni,Owner,Consultant,LDi Consulting,Active,2015-11-06,2016-11-05,21 King St. W,5th Floor,Hamilton,ON,Canada,L8P 4W7,44 Hughson St S,,Hamilton,ON,Canada,L8N 2A7,By-law/Regulation,Expired,Zoning and Parking issues related to student housing on James N,"[{'name': 'Johnson, Aidan', 'title': 'Councillor'}, {'name': 'Conley, Doug', 'title': 'Councillor'}, {'name': 'Collins, Chad', 'title': 'Councillor'}, {'name': 'Green, Matthew', 'title': 'Councillor'}, {'name': 'Partridge, Judi', 'title': 'Councillor'}, {'name': 'Pearson, Maria', 'title': 'Councillor'}, {'name': 'Johnson, Brenda', 'title': 'Councillor'}]"
Larry Di Ianni,Owner,Consultant,LDi Consulting,Active,2015-11-06,2016-11-05,21 King St. W,5th Floor,Hamilton,ON,Canada,L8P 4W7,44 Hughson St S,,Hamilton,ON,Canada,L8N 2A7,By-law/Regulation,Expired,Zoning and Parking issues related to student housing on James N,"[{'name': 'Johnson, Aidan', 'title': 'Councillor'}, {'name': 'Conley, Doug', 'title': 'Councillor'}, {'name': 'Collins, Chad', 'title': 'Councillor'}, {'name': 'Green, Matthew', 'title': 'Councillor'}, {'name': 'Partridge, Judi', 'title': 'Councillor'}, {'name': 'Pearson, Maria', 'title': 'Councillor'}, {'name': 'Johnson, Brenda', 'title': 'Councillor'}]"
Megan Platts,"Manager, Government & External Relations",In-house,REALTORS® Association of Hamilton-Burlington,Active,2015-10-15,2016-10-14,505 York Blvd.,,Hamilton,ON,Canada,L8R 3K4,505 York Blvd.,,Hamilton,ON,Canada,L8R 3K4,Economic Development,Expired,"General lobbying on behalf of real estate community, our membership, individual members and organization.","[{'name': 'Eisenberger, Fred', 'title': 'Mayor'}, {'name': 'Murray, Chris', 'title': 'City Manager'}, {'name': 'Thorne, Jason', 'title': 'General Manager, Planning and Economic Development'}, {'name': 'Collins, Chad', 'title': 'Councillor'}, {'name': 'Johnson, Aidan', 'title': 'Councillor'}, {'name': 'Farr, Jason', 'title': 'Councillor'}, {'name': 'Green, Matthew', 'title': 'Councillor'}, {'name': 'Merulla, Sam', 'title': 'Councillor'}, {'name': 'Collins, Chad', 'title': 'Councillor'}, {'name': 'Jackson, Tom', 'title': 'Councillor'}, {'name': 'Duvall, Scott', 'title': 'Councillor'}, {'name': 'Whitehead, Terry', 'title': 'Councillor'}, {'name': 'Conley, Doug', 'title': 'Councillor'}, {'name': 'Pearson, Maria', 'title': 'Councillor'}, {'name': 'Johnson, Brenda', 'title': 'Councillor'}, {'name': 'Ferguson, Lloyd', 'title': 'Councillor'}, {'name': 'VanderBeek, Arlene', 'title': 'Councillor'}, {'name': 'Pasuta, Robert', 'title': 'Councillor'}, {'name': 'Partridge, Judi', 'title': 'Councillor'}]"
Megan Platts,"Manager, Government & External Relations",In-house,REALTORS® Association of Hamilton-Burlington,Active,2015-10-15,2016-10-14,505 York Blvd.,,Hamilton,ON,Canada,L8R 3K4,505 York Blvd.,,Hamilton,ON,Canada,L8R 3K4,Infrastructure,Expired,"General lobbying on behalf of membership, individual REALTOR® members and organization.","[{'name': 'Thorne, Jason', 'title': 'General Manager, Planning and Economic Development'}, {'name': 'Murray, Chris', 'title': 'City Manager'}, {'name': 'Johnson, Aidan', 'title': 'Councillor'}, {'name': 'Farr, Jason', 'title': 'Councillor'}, {'name': 'Green, Matthew', 'title': 'Councillor'}, {'name': 'Merulla, Sam', 'title': 'Councillor'}, {'name': 'Collins, Chad', 'title': 'Councillor'}, {'name': 'Jackson, Tom', 'title': 'Councillor'}, {'name': 'Duvall, Scott', 'title': 'Councillor'}, {'name': 'Whitehead, Terry', 'title': 'Councillor'}, {'name': 'Conley, Doug', 'title': 'Councillor'}, {'name': 'Pearson, Maria', 'title': 'Councillor'}, {'name': 'Johnson, Brenda', 'title': 'Councillor'}, {'name': 'Ferguson, Lloyd', 'title': 'Councillor'}, {'name': 'VanderBeek, Arlene', 'title': 'Councillor'}, {'name': 'Pasuta, Robert', 'title': 'Councillor'}, {'name': 'Partridge, Judi', 'title': 'Councillor'}]"
Stephanie Vegh,Executive Director,In-house,Hamilton Arts Council,Active,2015-09-24,2016-09-23,22 Wilson Street,,Hamilton,ON,Canada,L8R 1C5,22 Wilson Street,,Hamilton,ON,Canada,L8R 1C5,Arts/Culture,Expired,Providing background information via email communications and delegating at Council on behalf of Hamilton's arts and cultural sector.,"[{'name': 'Eisenberger, Fred', 'title': 'Mayor'}, {'name': 'Johnson, Aidan', 'title': 'Councillor'}, {'name': 'Farr, Jason', 'title': 'Councillor'}, {'name': 'Green, Matthew', 'title': 'Councillor'}, {'name': 'Merulla, Sam', 'title': 'Councillor'}, {'name': 'Collins, Chad', 'title': 'Councillor'}, {'name': 'Jackson, Tom', 'title': 'Councillor'}, {'name': 'Duvall, Scott', 'title': 'Councillor'}, {'name': 'Whitehead, Terry', 'title': 'Councillor'}, {'name': 'Conley, Doug', 'title': 'Councillor'}, {'name': 'Pearson, Maria', 'title': 'Councillor'}, {'name': 'Johnson, Brenda', 'title': 'Councillor'}, {'name': 'Ferguson, Lloyd', 'title': 'Councillor'}, {'name': 'VanderBeek, Arlene', 'title': 'Councillor'}, {'name': 'Pasuta, Robert', 'title': 'Councillor'}, {'name': 'Partridge, Judi', 'title': 'Councillor'}]"
Julian Pecchia,Government Relations Specialist,In-house,CAA South Central Ontario,Active,2015-09-16,2016-09-15,60 Commerce Valley Drive East,,Thornhill,ON,Canada,L3T7P9,60 Commerce Valley Drive East,,Thornhill,ON,Canada,L3T7P9,Infrastructure,Expired,"We provide peace of mind and quality service through our roadside assistance, automotive, insurance, and travel businesses. Advocating on behalf of our membership to ensure that they have access to safe and efficient modes of transportation.","[{'name': 'Eisenberger, Fred', 'title': 'Mayor'}, {'name': 'Merulla, Sam', 'title': 'Councillor'}]"
Justin Joseph,Director of Business Strategy,Consultant,AssetFuture Ltd.,Active,2015-09-15,2016-09-14,545 King Street West,,Toronto,ON,Canada,M5V 1M1,545 King Street West,,Toronto,ON,Canada,M5V 1M1,Infrastructure,Expired,"Discuss international best practices for strategic asset management consulting, condition assessments/technology, and asset management systems aligning with the ISO 55000 standard for asset management.  As well as predictive lifecycle costing and planning to provide an ROI on all City assets.","[{'name': 'Jackson, Tom', 'title': 'Councillor'}]"
Larry Di Ianni,Owner,Consultant,LDi Consulting,Active,2015-09-08,2016-09-07,21 King St. W,5th Floor,Hamilton,ON,Canada,L8P 4W7,28 Galbraith Dr.,,Hamilton,ON,Canada,L8G 1Z8,Recreation,Expired,Implementation of Recreational Master plan in the city,"[{'name': 'Eisenberger, Fred', 'title': 'Mayor'}, {'name': 'Johnson, Aidan', 'title': 'Councillor'}, {'name': 'Farr, Jason', 'title': 'Councillor'}, {'name': 'Merulla, Sam', 'title': 'Councillor'}, {'name': 'Collins, Chad', 'title': 'Councillor'}, {'name': 'Jackson, Tom', 'title': 'Councillor'}, {'name': 'Duvall, Scott', 'title': 'Councillor'}, {'name': 'Whitehead, Terry', 'title': 'Councillor'}, {'name': 'Pearson, Maria', 'title': 'Councillor'}, {'name': 'Johnson, Brenda', 'title': 'Councillor'}, {'name': 'Partridge, Judi', 'title': 'Councillor'}, {'name': 'Ferguson, Lloyd', 'title': 'Councillor'}, {'name': 'Pasuta, Robert', 'title': 'Councillor'}, {'name': 'VanderBeek, Arlene', 'title': 'Councillor'}, {'name': 'Johnson, Paul', 'title': 'General Manager, Healthy and Safe Communities'}]"
Chris Schafer,Senior Public Policy Manager,In-house,"Uber Technologies, Inc.",Active,2015-08-27,2016-08-26,"1455 Market Street, 4th Floor",,San Francisco,CA,United States,L8P 4Y5,"1455 Market Street, 4th Floor",,San Francisco,CA,United States,L8P 4Y5,By-law/Regulation,Expired,Issues relating to the provision of smartphone applications to connect users with licensed transportation providers.,"[{'name': 'Eisenberger, Fred', 'title': 'Mayor'}, {'name': 'Johnson, Aidan', 'title': 'Councillor'}, {'name': 'Farr, Jason', 'title': 'Councillor'}, {'name': 'Green, Matthew', 'title': 'Councillor'}, {'name': 'Merulla, Sam', 'title': 'Councillor'}, {'name': 'Collins, Chad', 'title': 'Councillor'}, {'name': 'Jackson, Tom', 'title': 'Councillor'}, {'name': 'Duvall, Scott', 'title': 'Councillor'}, {'name': 'Whitehead, Terry', 'title': 'Councillor'}, {'name': 'Conley, Doug', 'title': 'Councillor'}, {'name': 'Pearson, Maria', 'title': 'Councillor'}, {'name': 'Johnson, Brenda', 'title': 'Councillor'}, {'name': 'Ferguson, Lloyd', 'title': 'Councillor'}, {'name': 'VanderBeek, Arlene', 'title': 'Councillor'}, {'name': 'Pasuta, Robert', 'title': 'Councillor'}, {'name': 'Partridge, Judi', 'title': 'Councillor'}, {'name': 'Murray, Chris', 'title': 'City Manager'}]"
Frank Attardo,Owner,Volunteer,Attardo and Associates,Active,2015-08-20,2016-08-19,501-5340 Lakeshore Road,,Burlington,ON,Canada,L7L 7A8,501-5340 Lakeshore Road,,Burlington,ON,Canada,L7L 7A8,Affordable Housing,Expired,Non-profit social housing needs.,"[{'name': 'Green, Matthew', 'title': 'Councillor'}, {'name': 'Doll, Rebecca', 'title': 'Constituency Assistant'}]"
John Williams,President,In-house,Business Skills Inc. T/A Taxi Academy,Active,2015-08-20,2016-08-19,399 Greenhill Ave. Suite 202,,Hamilton,ON,Canada,L8K 6N5,399 Greenhill Ave. Suite 202,,Hamilton,ON,Canada,L8K 6N5,Transportation,Expired,Discussions regarding training needs and training successes with the Taxi industry in Hamilton. Mystery Shopper Results and Mystery Shopper Accessibility Results will be discussed.,"[{'name': 'Collins, Chad', 'title': 'Councillor'}, {'name': 'Merulla, Sam', 'title': 'Councillor'}, {'name': 'Johnson, Brenda', 'title': 'Councillor'}, {'name': 'Farr, Jason', 'title': 'Councillor'}, {'name': 'Green, Matthew', 'title': 'Councillor'}, {'name': 'Whitehead, Terry', 'title': 'Councillor'}, {'name': 'Pasuta, Robert', 'title': 'Councillor'}, {'name': 'Eisenberger, Fred', 'title': 'Mayor'}]"
Herb Shields,Sr. Community Engagement Strategist,In-house,Enbridge Pipelines Inc.,Active,2015-08-20,2016-08-19,1430 6th Concession Rd. W,,Hamilton,ON,Canada,N0B 1L0,1430 Cormorant Dr.,,Hamilton,ON,Canada,L9G 4V5,Infrastructure,Expired,"The Line 10 Westover Segment Replacement Project involves the proposed replacement of approximately 35 kilometres (21.75 miles) of Enbridge’s Line 10 in southern Ontario, running from Enbridge’s Westover Terminal to the Binbrook area in the City of Hamilton.","[{'name': 'Eisenberger, Fred', 'title': 'Mayor'}, {'name': 'Ferguson, Lloyd', 'title': 'Councillor'}, {'name': 'Johnson, Aidan', 'title': 'Councillor'}, {'name': 'Johnson, Brenda', 'title': 'Councillor'}, {'name': 'Pasuta, Robert', 'title': 'Councillor'}, {'name': 'Partridge, Judi', 'title': 'Councillor'}, {'name': 'Farr, Jason', 'title': 'Councillor'}, {'name': 'Green, Matthew', 'title': 'Councillor'}, {'name': 'Merulla, Sam', 'title': 'Councillor'}, {'name': 'Collins, Chad', 'title': 'Councillor'}, {'name': 'Jackson, Tom', 'title': 'Councillor'}, {'name': 'Whitehead, Terry', 'title': 'Councillor'}, {'name': 'Conley, Doug', 'title': 'Councillor'}, {'name': 'Pearson, Maria', 'title': 'Councillor'}, {'name': 'VanderBeek, Arlene', 'title': 'Councillor'}]"
Keanin Loomis,President & CEO,In-house,Hamilton Chamber of Commerce,Active,2015-08-18,2016-08-17,120 King Street West,,Hamilton,ON,Canada,L8P 4V2,120 King Street West,,Hamilton,ON,Canada,L8P 4V2,Economic Development,Expired,"General lobbying on behalf of business community, membership, individual members and organization.","[{'name': 'Thorne, Jason', 'title': 'General Manager, Planning and Economic Development'}, {'name': 'Murray, Chris', 'title': 'City Manager'}, {'name': 'Johnson, Aidan', 'title': 'Councillor'}, {'name': 'Farr, Jason', 'title': 'Councillor'}, {'name': 'Eisenberger, Fred', 'title': 'Mayor'}, {'name': 'Green, Matthew', 'title': 'Councillor'}, {'name': 'Collins, Chad', 'title': 'Councillor'}, {'name': 'Merulla, Sam', 'title': 'Councillor'}, {'name': 'Pearson, Maria', 'title': 'Councillor'}, {'name': 'Jackson, Tom', 'title': 'Councillor'}, {'name': 'Duvall, Scott', 'title': 'Councillor'}, {'name': 'Whitehead, Terry', 'title': 'Councillor'}, {'name': 'Ferguson, Lloyd', 'title': 'Councillor'}, {'name': 'VanderBeek, Arlene', 'title': 'Councillor'}, {'name': 'Conley, Doug', 'title': 'Councillor'}, {'name': 'Partridge, Judi', 'title': 'Councillor'}, {'name': 'Pasuta, Robert', 'title': 'Councillor'}, {'name': 'Johnson, Brenda', 'title': 'Councillor'}]"
Richard Allen,,Consultant,R. Allen Consulting Group,Active,2015-08-14,2016-08-13,20 Kathleen Court,,Hamilton,ON,Canada,L8T 5B1,120 King Street West,Plaza Level,Hamilton,ON,Canada,L8P 4V2,Economic Development,Expired,Working with the Hamilton Chamber and Hamilton/Burlington Society of Architects to seek support for a third party study to measure the per hectare tax performance of different land use patterns citywide in Hamilton.,"[{'name': 'Thorne, Jason', 'title': 'General Manager, Planning and Economic Development'}, {'name': 'Conley, Doug', 'title': 'Councillor'}, {'name': 'Ferguson, Lloyd', 'title': 'Councillor'}, {'name': 'Jackson, Tom', 'title': 'Councillor'}, {'name': 'Pasuta, Robert', 'title': 'Councillor'}, {'name': 'VanderBeek, Arlene', 'title': 'Councillor'}]"
Graham McNally,Principal,Volunteer,Toms + McNally Design,Active,2015-08-13,2016-08-12,"195 James St North, Suite 203",,Hamilton,ON,Canada,L8R 2L2,"195 James St North, Suite 203",,Hamilton,ON,Canada,L8R 2L2,Grants/Funding,Expired,Proposal for City to undertake a study that examines tax revenues per acre across the City.,"[{'name': 'Pasuta, Robert', 'title': 'Councillor'}]"
Peter Curtis,President,Consultant,Pathway Group,Active,2015-08-14,2016-08-11,1 Dundas Street West,Suite 2500,Toronto,ON,Canada,M5G 1Z3,1 Jarvis Street,Suite 1,Hamilton,ON,Canada,L8R 3J2,Attractions/Tourism,Expired,Issues related to the construction of Tim Horton's Field,"[{'name': 'Murray, Chris', 'title': 'City Manager'}]"
Larry Di Ianni,Owner,Consultant,LDi Consulting,Active,2015-08-10,2016-08-09,21 King St. W,5th Floor,Hamilton,ON,Canada,L8P 4W7,5440 Stanley Ave,,Niagara Falls,ON,Canada,L2G 3X1,By-law/Regulation,Expired,Electronic Signage Approvals,"[{'name': 'Thorne, Jason', 'title': 'General Manager, Planning and Economic Development'}]"
Paul Charbonneau,President,Consultant,Energy Advocate,Active,2015-08-12,2016-08-06,"1 Browning Avenue, #2A",,Toronto,ON,Canada,M4K 1V6,"30 West Beaver Creek, Unit 11",,Richmond Hill,ON,Canada,L4B 3K1,Planning and Development - Combined Application,Expired,"To present information on our APP TRACK planning software solution to City Manager for adoption by Planning Dept.


Highlights
Enhanced document management
Electronic circulations management
Powerful custom reporting and templates
Fee/statistics generation and process
Application event tracking
ERP integration
Spatial generated mailing labels
Parcel/process management
Post approval management
Prior consultation management
Spotlight on Ontario


- Niagara Region launches latest version of AppTrack integrating Esri's Arc-GIS Server and Niagara's Flex Viewer.


Region of Peel uses AppTrack to achieve a tighter integration with lower-tier municipalities for growth management.


City of Brampton launched the first stage of AppTrack in April 2007. ""We have hit the mark, we have reached the goal"" said John Corbett, Commissioner Planning, Design and Development, describing the world-class information system.","[{'name': 'Murray, Chris', 'title': 'City Manager'}]"
Paul Charbonneau,President,Consultant,Energy Advocate,Active,2015-08-12,2015-08-30,"1 Browning Avenue, #2A",,Toronto,ON,Canada,M4K 1V6,"1 Browning Avenue, #2A",,Toronto,ON,Canada,M4K 1V6,Planning and Development - Combined Application,Expired,Present opportunity of our APP TRACK / Planning and Permit  tracking application combined with Carbon Footprint measurement app.,"[{'name': 'Murray, Chris', 'title': 'City Manager'}]"
Paul Charbonneau,President,Consultant,Energy Advocate,Active,2015-08-12,2015-08-30,"1 Browning Avenue, #2A",,Toronto,ON,Canada,M4K 1V6,"1 Browning Avenue, #2A",,Toronto,ON,Canada,M4K 1V6,Planning and Development - Combined Application,Expired,Present opportunity of our APP TRACK / Planning and Permit  tracking application combined with Carbon Footprint measurement app.,"[{'name': 'Murray, Chris', 'title': 'City Manager'}, {'name': 'Thorne, Jason', 'title': 'General Manager, Planning and Economic Development'}]"
